"SEQN","INDFMMPI","INDFMMPC"
116953,0.31,1
116954,0.8,1
116955,0.86,1
116956,1.13,1
116957,0.37,1
116958,3.12,3
116959,1.18,1
116960,,3
116961,,2
116962,1.73,2
116963,2.92,3
116964,,
116965,3.06,3
116966,3.9,3
116967,2.33,3
116968,5,3
116969,,3
116970,3.38,3
116971,1.73,2
116972,4.88,3
116973,3.19,3
116974,2.8,3
116975,,
116976,0.75,1
116977,0.35,1
116978,3.86,3
116979,1.45,2
116980,,3
116981,1.67,2
116982,3.26,3
116983,,
116984,5,3
116985,4.62,3
116986,,
116987,1.35,2
116988,1.15,1
116989,1.11,1
116990,0.24,1
116991,1.46,2
116992,,1
116993,4.11,3
116994,,7
116995,3.12,3
116996,0.39,1
116997,,
116998,5,3
116999,5,3
117000,5,3
117001,3.27,3
117002,2.98,3
117003,5,3
117004,5,3
117005,0.83,1
117006,,
117007,0.66,1
117008,0.95,1
117009,,
117010,2.48,3
117011,,3
117012,0.55,1
117013,2.55,3
117014,0.58,1
117015,1.11,1
117016,1.78,2
117017,1.95,3
117018,2.78,3
117019,,
117020,2.07,3
117021,2.45,3
117022,1.06,1
117023,,3
117024,,9
117025,1.39,2
117026,0.21,1
117027,2.39,3
117028,0.81,1
117029,1.69,2
117030,5,3
117031,0.95,1
117032,5,3
117033,1.34,2
117034,,
117035,,9
117036,,
117037,3.26,3
117038,0.72,1
117039,,2
117040,2.8,3
117041,0.72,1
117042,1.53,2
117043,0.8,1
117044,,9
117045,2.92,3
117046,,
117047,,
117048,,
117049,2.45,3
117050,1.4,2
117051,1.89,3
117052,1.19,1
117053,,9
117054,2.69,3
117055,1.24,1
117056,1.4,2
117057,0.32,1
117058,2.47,3
117059,2.25,3
117060,3.34,3
117061,,1
117062,5,3
117063,0,1
117064,3.18,3
117065,5,3
117066,1.31,2
117067,,1
117068,0.73,1
117069,1.4,2
117070,,
117071,5,3
117072,,3
117073,0.87,1
117074,,9
117075,1.68,2
117076,,3
117077,4.97,3
117078,0.69,1
117079,,
117080,0.68,1
117081,3.96,3
117082,3.69,3
117083,3.53,3
117084,1.44,2
117085,,
117086,2.19,3
117087,5,3
117088,0,1
117089,,9
117090,5,3
117091,0.74,1
117092,2.07,3
117093,1.37,2
117094,5,3
117095,0.69,1
117096,,3
117097,,7
117098,0.88,1
117099,1.44,2
117100,3.94,3
117101,5,3
117102,2.11,3
117103,0.87,1
117104,0.88,1
117105,5,3
117106,0.49,1
117107,1.92,3
117108,0.95,1
117109,3.46,3
117110,0.47,1
117111,0.59,1
117112,,2
117113,,
117114,,9
117115,2.77,3
117116,0.71,1
117117,1.83,2
117118,3.38,3
117119,,7
117120,3.53,3
117121,0.81,1
117122,2.41,3
117123,,
117124,5,3
117125,1.22,1
117126,5,3
117127,1.63,2
117128,0,1
117129,0.81,1
117130,,3
117131,1.93,3
117132,,2
117133,1.7,2
117134,,3
117135,3.18,3
117136,0,1
117137,1.78,2
117138,0.44,1
117139,3.18,3
117140,1.73,2
117141,5,3
117142,0.88,1
117143,0,1
117144,0.29,1
117145,1.15,1
117146,0.99,1
117147,1.37,2
117148,0.98,1
117149,4.34,3
117150,3.65,3
117151,1.13,1
117152,0,1
117153,,
117154,,
117155,,1
117156,1.69,2
117157,5,3
117158,0.96,1
117159,4.8,3
117160,0.73,1
117161,1.82,2
117162,,1
117163,2.6,3
117164,,
117165,1.2,1
117166,1.22,1
117167,1.2,1
117168,0.95,1
117169,0.4,1
117170,,3
117171,,
117172,,3
117173,5,3
117174,3.63,3
117175,1.17,1
117176,3.41,3
117177,1.21,1
117178,0.69,1
117179,0.84,1
117180,1.54,2
117181,,3
117182,1.44,2
117183,5,3
117184,,9
117185,0.61,1
117186,1.59,2
117187,2.19,3
117188,3.88,3
117189,1.71,2
117190,,3
117191,2.8,3
117192,5,3
117193,0.56,1
117194,4.41,3
117195,,9
117196,1.09,1
117197,2.92,3
117198,4.88,3
117199,,
117200,1.09,1
117201,0.89,1
117202,0.44,1
117203,3.69,3
117204,,
117205,2.33,3
117206,,1
117207,0.68,1
117208,1.28,1
117209,1.61,2
117210,,2
117211,2.92,3
117212,1.13,1
117213,0,1
117214,0.4,1
117215,,3
117216,0.98,1
117217,1.55,2
117218,1.19,1
117219,,2
117220,3.18,3
117221,3.76,3
117222,0.59,1
117223,,
117224,0.91,1
117225,1.19,1
117226,3.66,3
117227,4.38,3
117228,,1
117229,0,1
117230,,
117231,0,1
117232,5,3
117233,1.35,2
117234,0.4,1
117235,5,3
117236,0.8,1
117237,0.47,1
117238,,1
117239,0.67,1
117240,1.19,1
117241,0.67,1
117242,,
117243,2.92,3
117244,5,3
117245,1.61,2
117246,0.41,1
117247,1.35,2
117248,2.24,3
117249,0.9,1
117250,5,3
117251,,1
117252,2.68,3
117253,0.8,1
117254,0.39,1
117255,1.22,1
117256,2.44,3
117257,5,3
117258,3.12,3
117259,1.26,1
117260,0.66,1
117261,1.85,2
117262,0.98,1
117263,2.84,3
117264,1.21,1
117265,3.82,3
117266,2.33,3
117267,0.29,1
117268,,2
117269,1.82,2
117270,,3
117271,,1
117272,1.46,2
117273,4.45,3
117274,2.31,3
117275,2.45,3
117276,,
117277,1.04,1
117278,2.13,3
117279,0.33,1
117280,5,3
117281,,9
117282,1.99,3
117283,0.59,1
117284,1.45,2
117285,0.82,1
117286,1.99,3
117287,0.78,1
117288,,
117289,,3
117290,0.98,1
117291,,3
117292,1.46,2
117293,5,3
117294,0.9,1
117295,1.82,2
117296,2.44,3
117297,,3
117298,,
117299,,
117300,0.36,1
117301,0.16,1
117302,5,3
117303,0.53,1
117304,2.6,3
117305,1.06,1
117306,5,3
117307,,
117308,0.28,1
117309,5,3
117310,1.26,1
117311,1.04,1
117312,1.22,1
117313,0.84,1
117314,,1
117315,0.53,1
117316,1.01,1
117317,1.82,2
117318,5,3
117319,,
117320,1.51,2
117321,4.61,3
117322,3.65,3
117323,1.11,1
117324,0.69,1
117325,0.73,1
117326,,
117327,,3
117328,5,3
117329,1.73,2
117330,0.73,1
117331,1.52,2
117332,,
117333,1.46,2
117334,,9
117335,2.23,3
117336,0.82,1
117337,5,3
117338,,
117339,0.94,1
117340,4.59,3
117341,5,3
117342,,3
117343,0.55,1
117344,0.85,1
117345,,2
117346,0.87,1
117347,1.01,1
117348,2.31,3
117349,1.03,1
117350,0,1
117351,,1
117352,,1
117353,5,3
117354,1.85,2
117355,0.82,1
117356,1.01,1
117357,,
117358,1.22,1
117359,0.79,1
117360,0.21,1
117361,4.77,3
117362,0.88,1
117363,1.24,1
117364,1.19,1
117365,1.06,1
117366,0.75,1
117367,0.53,1
117368,1.26,1
117369,1.84,2
117370,1.69,2
117371,1.49,2
117372,0,1
117373,0.73,1
117374,,9
117375,,3
117376,,9
117377,3.36,3
117378,,
117379,0.3,1
117380,5,3
117381,1.42,2
117382,2.75,3
117383,,3
117384,0.58,1
117385,0.86,1
117386,1.39,2
117387,4.61,3
117388,5,3
117389,3.98,3
117390,3.73,3
117391,3.41,3
117392,0.62,1
117393,0.92,1
117394,,1
117395,,
117396,,
117397,1.21,1
117398,1.48,2
117399,5,3
117400,,3
117401,2.63,3
117402,2.35,3
117403,5,3
117404,0.88,1
117405,4.98,3
117406,0.24,1
117407,5,3
117408,2.08,3
117409,1.22,1
117410,,9
117411,0.8,1
117412,1.22,1
117413,0.56,1
117414,2.96,3
117415,0.53,1
117416,0.86,1
117417,4.04,3
117418,0.94,1
117419,,1
117420,,3
117421,2.1,3
117422,2.25,3
117423,2.64,3
117424,3.55,3
117425,4.34,3
117426,2.06,3
117427,4.77,3
117428,0.56,1
117429,0.62,1
117430,0.35,1
117431,5,3
117432,2.81,3
117433,1.95,3
117434,5,3
117435,3.21,3
117436,,9
117437,,3
117438,4.96,3
117439,5,3
117440,,1
117441,,3
117442,1.42,2
117443,5,3
117444,1.67,2
117445,3.75,3
117446,2.39,3
117447,5,3
117448,0.5,1
117449,1.03,1
117450,,
117451,1.17,1
117452,1.32,2
117453,2.86,3
117454,5,3
117455,5,3
117456,4.02,3
117457,0.7,1
117458,1.9,3
117459,5,3
117460,0.75,1
117461,2.98,3
117462,1.71,2
117463,2.78,3
117464,2.86,3
117465,,
117466,1.92,3
117467,2.89,3
117468,1.29,1
117469,0,1
117470,0.41,1
117471,1.91,3
117472,0.96,1
117473,4.17,3
117474,0.95,1
117475,4.68,3
117476,1.27,1
117477,,
117478,,
117479,0.83,1
117480,1.06,1
117481,0.68,1
117482,0.93,1
117483,4.88,3
117484,1.43,2
117485,3.47,3
117486,1.46,2
117487,,
117488,0.88,1
117489,0,1
117490,1.91,3
117491,0.53,1
117492,4.17,3
117493,3.71,3
117494,5,3
117495,1.22,1
117496,,
117497,3.76,3
117498,,
117499,,
117500,2.96,3
117501,0.6,1
117502,1.81,2
117503,1.4,2
117504,4.78,3
117505,0,1
117506,3.46,3
117507,2.29,3
117508,,
117509,,2
117510,1.76,2
117511,5,3
117512,0,1
117513,0.57,1
117514,1.63,2
117515,,2
117516,2.78,3
117517,2.15,3
117518,,
117519,1.19,1
117520,1.22,1
117521,0,1
117522,,9
117523,1.43,2
117524,2.32,3
117525,1.82,2
117526,2.31,3
117527,5,3
117528,0.14,1
117529,0.8,1
117530,1.53,2
117531,1.31,2
117532,0.75,1
117533,2.35,3
117534,0.93,1
117535,1.2,1
117536,,2
117537,,2
117538,1.03,1
117539,0.59,1
117540,5,3
117541,1.24,1
117542,3.65,3
117543,1.89,3
117544,,
117545,4.3,3
117546,2.96,3
117547,2.5,3
117548,1.92,3
117549,5,3
117550,0.3,1
117551,,1
117552,2.55,3
117553,1.54,2
117554,,
117555,0.48,1
117556,1.28,1
117557,,2
117558,1.03,1
117559,1.91,3
117560,,
117561,0.88,1
117562,0.55,1
117563,1.04,1
117564,1.86,3
117565,4.16,3
117566,3.53,3
117567,,9
117568,2.2,3
117569,0.2,1
117570,4.27,3
117571,1.82,2
117572,0.92,1
117573,5,3
117574,3.68,3
117575,2.31,3
117576,,
117577,1.58,2
117578,5,3
117579,,9
117580,2.11,3
117581,4.08,3
117582,0.44,1
117583,0.55,1
117584,1.18,1
117585,,7
117586,1.6,2
117587,,
117588,4.62,3
117589,,
117590,,
117591,,1
117592,1.18,1
117593,3.87,3
117594,5,3
117595,1.35,2
117596,2.63,3
117597,,3
117598,3.9,3
117599,0.45,1
117600,2.4,3
117601,,3
117602,5,3
117603,,1
117604,2.55,3
117605,2.1,3
117606,,
117607,5,3
117608,1.29,1
117609,,1
117610,,3
117611,5,3
117612,2.5,3
117613,,3
117614,,3
117615,1.83,2
117616,1.79,2
117617,1.2,1
117618,2.4,3
117619,0.29,1
117620,,
117621,2.96,3
117622,2.97,3
117623,,
117624,0.46,1
117625,1.73,2
117626,0.56,1
117627,,9
117628,0.59,1
117629,0.76,1
117630,5,3
117631,1.9,3
117632,0.83,1
117633,2.87,3
117634,,
117635,,1
117636,0.68,1
117637,3.07,3
117638,2.51,3
117639,0.9,1
117640,1.06,1
117641,1.76,2
117642,1.28,1
117643,1.2,1
117644,1.63,2
117645,2.81,3
117646,0.73,1
117647,2.45,3
117648,0.67,1
117649,3.09,3
117650,5,3
117651,3.34,3
117652,2.81,3
117653,4.62,3
117654,,
117655,2.33,3
117656,4.8,3
117657,1.73,2
117658,2.96,3
117659,5,3
117660,4.52,3
117661,1.46,2
117662,0.93,1
117663,0.38,1
117664,,1
117665,3.69,3
117666,1.55,2
117667,0.92,1
117668,0.93,1
117669,0.15,1
117670,1.04,1
117671,,1
117672,,9
117673,,1
117674,1.17,1
117675,,9
117676,1.77,2
117677,3.46,3
117678,1.24,1
117679,,
117680,0.43,1
117681,5,3
117682,0.71,1
117683,,9
117684,0.82,1
117685,4.27,3
117686,1.54,2
117687,,2
117688,0.78,1
117689,0.82,1
117690,0.94,1
117691,1.63,2
117692,0.8,1
117693,5,3
117694,1.28,1
117695,,
117696,5,3
117697,1.03,1
117698,0.72,1
117699,1.25,1
117700,3.28,3
117701,5,3
117702,0.36,1
117703,,
117704,,2
117705,,1
117706,2.45,3
117707,3.46,3
117708,1.17,1
117709,3.53,3
117710,2.78,3
117711,2.84,3
117712,0,1
117713,1.22,1
117714,,
117715,,
117716,0.42,1
117717,,
117718,0.87,1
117719,1.95,3
117720,,3
117721,2.01,3
117722,1.13,1
117723,0,1
117724,3.09,3
117725,3.09,3
117726,1.67,2
117727,5,3
117728,3.23,3
117729,0.99,1
117730,0.68,1
117731,0.63,1
117732,2.84,3
117733,,
117734,,
117735,3.18,3
117736,5,3
117737,3.38,3
117738,0.98,1
117739,1.14,1
117740,0.98,1
117741,1.46,2
117742,1.2,1
117743,,1
117744,0.34,1
117745,0.71,1
117746,4.22,3
117747,0.86,1
117748,2.81,3
117749,,
117750,2.08,3
117751,2.48,3
117752,3.73,3
117753,3.53,3
117754,2.1,3
117755,,3
117756,2.44,3
117757,,1
117758,5,3
117759,,
117760,0.89,1
117761,,2
117762,0.23,1
117763,,
117764,2.76,3
117765,1.3,1
117766,0.6,1
117767,1.63,2
117768,0.9,1
117769,1.15,1
117770,1.81,2
117771,,3
117772,,3
117773,0.44,1
117774,1.43,2
117775,5,3
117776,1.77,2
117777,2.84,3
117778,4.99,3
117779,5,3
117780,2.02,3
117781,1.54,2
117782,0.68,1
117783,3.04,3
117784,0.95,1
117785,3.94,3
117786,,2
117787,,
117788,0.47,1
117789,1.43,2
117790,2.36,3
117791,3.35,3
117792,4.08,3
117793,1.4,2
117794,1.77,2
117795,1.33,2
117796,0.93,1
117797,0.93,1
117798,0.92,1
117799,0.72,1
117800,,3
117801,5,3
117802,3.58,3
117803,,9
117804,0.93,1
117805,4.16,3
117806,4.68,3
117807,2.96,3
117808,,9
117809,,
117810,4.08,3
117811,,3
117812,1.58,2
117813,,
117814,2.35,3
117815,0.59,1
117816,0.99,1
117817,2.98,3
117818,0.74,1
117819,2.44,3
117820,3.79,3
117821,5,3
117822,1.09,1
117823,1.14,1
117824,0.76,1
117825,0.66,1
117826,3.21,3
117827,2.19,3
117828,2.93,3
117829,0.56,1
117830,0.69,1
117831,1.15,1
117832,1.11,1
117833,,
117834,2.44,3
117835,3.19,3
117836,0.97,1
117837,0.83,1
117838,0.49,1
117839,2.09,3
117840,,
117841,2.07,3
117842,1.15,1
117843,,
117844,1.43,2
117845,2.23,3
117846,5,3
117847,1.04,1
117848,,1
117849,,3
117850,1.04,1
117851,,
117852,,3
117853,0.61,1
117854,,
117855,0,1
117856,0.66,1
117857,1.46,2
117858,2.4,3
117859,1.46,2
117860,3.14,3
117861,1.41,2
117862,3.75,3
117863,0.28,1
117864,1.43,2
117865,0.99,1
117866,4.3,3
117867,2.39,3
117868,0.49,1
117869,0.38,1
117870,2.36,3
117871,,
117872,,
117873,,1
117874,,9
117875,0.86,1
117876,,1
117877,2.45,3
117878,2.02,3
117879,2.02,3
117880,2.68,3
117881,0.92,1
117882,3.69,3
117883,1.69,2
117884,0.98,1
117885,,
117886,0.96,1
117887,,9
117888,,3
117889,0.94,1
117890,,9
117891,,
117892,3.64,3
117893,2.96,3
117894,,
117895,0.71,1
117896,1.02,1
117897,3.05,3
117898,2.59,3
117899,3.87,3
117900,1.07,1
117901,,9
117902,0,1
117903,3.69,3
117904,0.84,1
117905,,
117906,3.35,3
117907,0.49,1
117908,3.9,3
117909,0.63,1
117910,1.24,1
117911,0,1
117912,0.95,1
117913,0.67,1
117914,1.22,1
117915,,3
117916,,9
117917,1.73,2
117918,5,3
117919,0.69,1
117920,,9
117921,2.81,3
117922,,1
117923,1.86,3
117924,0.79,1
117925,0.4,1
117926,2.24,3
117927,1.86,3
117928,1.1,1
117929,0.41,1
117930,2.19,3
117931,1.95,3
117932,1.07,1
117933,1.17,1
117934,1.11,1
117935,1.67,2
117936,1.49,2
117937,5,3
117938,,3
117939,2.49,3
117940,1.46,2
117941,1.85,2
117942,3.02,3
117943,,
117944,1.24,1
117945,4.88,3
117946,1.94,3
117947,1.46,2
117948,2.4,3
117949,,
117950,4.62,3
117951,1.12,1
117952,0,1
117953,2.02,3
117954,2.45,3
117955,,1
117956,,1
117957,1.18,1
117958,0.37,1
117959,2.87,3
117960,1.95,3
117961,1.78,2
117962,1.34,2
117963,3,3
117964,1.15,1
117965,2.33,3
117966,2.19,3
117967,0.69,1
117968,4.3,3
117969,,2
117970,1.26,1
117971,0.48,1
117972,5,3
117973,2.19,3
117974,5,3
117975,,3
117976,2.5,3
117977,0.96,1
117978,0.76,1
117979,1.91,3
117980,3.68,3
117981,2.63,3
117982,0.66,1
117983,2.06,3
117984,4.9,3
117985,5,3
117986,0.73,1
117987,1.08,1
117988,1.33,2
117989,,3
117990,,1
117991,,9
117992,0.37,1
117993,0.61,1
117994,3.7,3
117995,5,3
117996,1.58,2
117997,1.39,2
117998,3.18,3
117999,2.44,3
118000,1.5,2
118001,1.09,1
118002,4.88,3
118003,5,3
118004,5,3
118005,1.65,2
118006,0.59,1
118007,3.94,3
118008,0.31,1
118009,5,3
118010,,3
118011,1.19,1
118012,1.03,1
118013,1.92,3
118014,1.82,2
118015,1.15,1
118016,1.95,3
118017,3.52,3
118018,,
118019,2.23,3
118020,,1
118021,0.57,1
118022,5,3
118023,,2
118024,3.58,3
118025,0.9,1
118026,4.3,3
118027,0.39,1
118028,3.39,3
118029,,3
118030,,7
118031,2.44,3
118032,,2
118033,1.95,3
118034,,
118035,4.33,3
118036,,
118037,2.82,3
118038,,9
118039,2.23,3
118040,0.67,1
118041,5,3
118042,1.34,2
118043,5,3
118044,5,3
118045,4.66,3
118046,1.61,2
118047,1.11,1
118048,,1
118049,1.54,2
118050,1.15,1
118051,5,3
118052,,
118053,4.58,3
118054,,9
118055,0.36,1
118056,,2
118057,1.96,3
118058,5,3
118059,1.13,1
118060,2.57,3
118061,1.95,3
118062,,
118063,2.78,3
118064,2.77,3
118065,1.14,1
118066,,
118067,0.66,1
118068,2.06,3
118069,3.55,3
118070,,3
118071,,3
118072,1.46,2
118073,1.09,1
118074,5,3
118075,1.66,2
118076,0.77,1
118077,0.96,1
118078,,
118079,,3
118080,2.99,3
118081,0.78,1
118082,1.67,2
118083,0.64,1
118084,0.61,1
118085,3,3
118086,1.63,2
118087,1.22,1
118088,5,3
118089,0,1
118090,,
118091,,7
118092,5,3
118093,,1
118094,0,1
118095,2.25,3
118096,2.77,3
118097,1.82,2
118098,5,3
118099,4.97,3
118100,1.24,1
118101,1.83,2
118102,,
118103,5,3
118104,,2
118105,1.09,1
118106,,1
118107,3.91,3
118108,,
118109,2.7,3
118110,1.96,3
118111,5,3
118112,1.72,2
118113,3.55,3
118114,1.82,2
118115,0.49,1
118116,,1
118117,0,1
118118,1.46,2
118119,0.73,1
118120,,1
118121,0.92,1
118122,,
118123,1.11,1
118124,3.43,3
118125,2.49,3
118126,0.94,1
118127,5,3
118128,3.98,3
118129,,
118130,1.79,2
118131,5,3
118132,3.58,3
118133,2.92,3
118134,5,3
118135,2.44,3
118136,,3
118137,0.28,1
118138,0.76,1
118139,2.68,3
118140,0.85,1
118141,2.17,3
118142,3.18,3
118143,,
118144,,
118145,0.45,1
118146,4.37,3
118147,5,3
118148,,1
118149,2.5,3
118150,1.26,1
118151,,1
118152,1.35,2
118153,5,3
118154,5,3
118155,,
118156,2.44,3
118157,0.5,1
118158,1.95,3
118159,1.78,2
118160,0.67,1
118161,1.19,1
118162,0.96,1
118163,0,1
118164,4.28,3
118165,,3
118166,,9
118167,3.95,3
118168,,
118169,1.9,3
118170,0.33,1
118171,0.5,1
118172,0.71,1
118173,2.53,3
118174,2.08,3
118175,,3
118176,4.77,3
118177,2.34,3
118178,2.54,3
118179,1.17,1
118180,5,3
118181,5,3
118182,2.89,3
118183,,
118184,1.17,1
118185,2.73,3
118186,2.86,3
118187,5,3
118188,5,3
118189,4.26,3
118190,,7
118191,1.42,2
118192,1.1,1
118193,5,3
118194,,
118195,5,3
118196,3.35,3
118197,0.69,1
118198,,
118199,,9
118200,5,3
118201,0.48,1
118202,0.81,1
118203,0.06,1
118204,5,3
118205,0.49,1
118206,2.29,3
118207,,
118208,1.02,1
118209,3.39,3
118210,0.98,1
118211,3.58,3
118212,,1
118213,,3
118214,0.56,1
118215,5,3
118216,2.94,3
118217,1.39,2
118218,,1
118219,3.22,3
118220,2.5,3
118221,,3
118222,4,3
118223,,1
118224,,
118225,,
118226,2.59,3
118227,0.57,1
118228,0.93,1
118229,5,3
118230,5,3
118231,0.4,1
118232,1.49,2
118233,,9
118234,0.86,1
118235,,
118236,0.43,1
118237,5,3
118238,1.76,2
118239,2.38,3
118240,,9
118241,1.95,3
118242,2.22,3
118243,0.36,1
118244,2.84,3
118245,1.22,1
118246,,
118247,2,3
118248,,
118249,2.78,3
118250,2.96,3
118251,0.16,1
118252,0.98,1
118253,5,3
118254,2.84,3
118255,0.92,1
118256,5,3
118257,1.49,2
118258,2.25,3
118259,,1
118260,0.28,1
118261,0.4,1
118262,1.02,1
118263,2.24,3
118264,2.88,3
118265,1.76,2
118266,0.51,1
118267,0.75,1
118268,,
118269,2.04,3
118270,4.77,3
118271,2.35,3
118272,0.31,1
118273,3.52,3
118274,0.73,1
118275,,3
118276,2.21,3
118277,,
118278,1.23,1
118279,5,3
118280,4.41,3
118281,,3
118282,4.04,3
118283,3.87,3
118284,1.73,2
118285,1.79,2
118286,1.46,2
118287,,9
118288,0,1
118289,0.61,1
118290,2.13,3
118291,,2
118292,,1
118293,3.31,3
118294,1.77,2
118295,,
118296,1.59,2
118297,,3
118298,5,3
118299,4.62,3
118300,5,3
118301,0,1
118302,2.51,3
118303,0.45,1
118304,2.11,3
118305,5,3
118306,1.8,2
118307,1.26,1
118308,0.13,1
118309,,7
118310,,2
118311,5,3
118312,5,3
118313,4.78,3
118314,5,3
118315,4.55,3
118316,5,3
118317,1.26,1
118318,,9
118319,5,3
118320,,
118321,,
118322,1.44,2
118323,1.12,1
118324,0.58,1
118325,,3
118326,4.49,3
118327,1.43,2
118328,3.66,3
118329,5,3
118330,2.77,3
118331,2.4,3
118332,2.51,3
118333,5,3
118334,0.5,1
118335,0.32,1
118336,0.92,1
118337,2.36,3
118338,2.73,3
118339,,1
118340,0.24,1
118341,2.33,3
118342,1.46,2
118343,3.11,3
118344,1.73,2
118345,1.13,1
118346,,3
118347,1.21,1
118348,,3
118349,0,1
118350,2.18,3
118351,0,1
118352,0.73,1
118353,1.49,2
118354,2.68,3
118355,2.15,3
118356,0.6,1
118357,5,3
118358,5,3
118359,0.48,1
118360,1.24,1
118361,,
118362,4.74,3
118363,5,3
118364,0.84,1
118365,2.11,3
118366,,2
118367,,
118368,3.65,3
118369,0.9,1
118370,0.41,1
118371,5,3
118372,2.39,3
118373,2.31,3
118374,3.94,3
118375,1.08,1
118376,2.1,3
118377,1.59,2
118378,0.37,1
118379,,
118380,4.84,3
118381,3.47,3
118382,4.23,3
118383,1.96,3
118384,5,3
118385,4.78,3
118386,0.98,1
118387,2.13,3
118388,,
118389,5,3
118390,2.16,3
118391,3.17,3
118392,4.19,3
118393,2.88,3
118394,1.11,1
118395,0.93,1
118396,,9
118397,0.73,1
118398,0.39,1
118399,2.81,3
118400,,3
118401,1.59,2
118402,,
118403,2.98,3
118404,3.22,3
118405,0,1
118406,5,3
118407,,2
118408,2.33,3
118409,3.41,3
118410,,
118411,,7
118412,3.48,3
118413,4.43,3
118414,,2
118415,2.05,3
118416,3.92,3
118417,2.21,3
118418,1.03,1
118419,1.82,2
118420,1.54,2
118421,2.7,3
118422,0.81,1
118423,3.36,3
118424,0.82,1
118425,1.79,2
118426,,3
118427,,9
118428,2.08,3
118429,,
118430,0.47,1
118431,1.59,2
118432,0.92,1
118433,,
118434,1.11,1
118435,,
118436,1.67,2
118437,,9
118438,0.53,1
118439,1.26,1
118440,0.98,1
118441,4.39,3
118442,2.17,3
118443,0.72,1
118444,0.21,1
118445,0,1
118446,4.94,3
118447,1.03,1
118448,1.46,2
118449,0.99,1
118450,5,3
118451,1.58,2
118452,,1
118453,5,3
118454,,
118455,0.64,1
118456,4.69,3
118457,3.08,3
118458,0.94,1
118459,,
118460,,1
118461,0.88,1
118462,3.48,3
118463,0.85,1
118464,3.19,3
118465,0.52,1
118466,2.04,3
118467,0.68,1
118468,,7
118469,,9
118470,0.51,1
118471,,9
118472,,
118473,0.61,1
118474,3.94,3
118475,,3
118476,4.11,3
118477,4.17,3
118478,,
118479,0.94,1
118480,,
118481,2.59,3
118482,1.19,1
118483,0.92,1
118484,1.42,2
118485,,1
118486,4.62,3
118487,,3
118488,1.73,2
118489,,3
118490,0.29,1
118491,0.98,1
118492,2.91,3
118493,3.33,3
118494,3.87,3
118495,1.42,2
118496,1.44,2
118497,0.87,1
118498,1.07,1
118499,,
118500,,2
118501,1.17,1
118502,1.2,1
118503,,9
118504,0.16,1
118505,0.74,1
118506,0.51,1
118507,0.83,1
118508,2.41,3
118509,,
118510,5,3
118511,0,1
118512,0.45,1
118513,2.11,3
118514,2.39,3
118515,1.06,1
118516,1.45,2
118517,2.98,3
118518,0.47,1
118519,2.08,3
118520,0.82,1
118521,0.98,1
118522,2.18,3
118523,4.32,3
118524,2.67,3
118525,,3
118526,4.59,3
118527,2.84,3
118528,1.33,2
118529,1.46,2
118530,4.25,3
118531,,
118532,1.26,1
118533,2.39,3
118534,0.41,1
118535,2,3
118536,5,3
118537,2.31,3
118538,1.56,2
118539,3.55,3
118540,0.93,1
118541,,7
118542,0.98,1
118543,,
118544,0,1
118545,,3
118546,0.28,1
118547,1.6,2
118548,1.35,2
118549,1.17,1
118550,0.33,1
118551,1.76,2
118552,0.38,1
118553,5,3
118554,,3
118555,,
118556,,
118557,1.18,1
118558,1.26,1
118559,,
118560,5,3
118561,,9
118562,1.44,2
118563,5,3
118564,1.1,1
118565,0.59,1
118566,,
118567,,
118568,1.11,1
118569,1.15,1
118570,1.29,1
118571,2.51,3
118572,0,1
118573,3.28,3
118574,3.73,3
118575,0.71,1
118576,2.35,3
118577,1.44,2
118578,2.31,3
118579,1.79,2
118580,,2
118581,3.41,3
118582,2.89,3
118583,,9
118584,1.99,3
118585,0.99,1
118586,,9
118587,,
118588,,
118589,3.41,3
118590,,3
118591,4.39,3
118592,0.73,1
118593,2.53,3
118594,2.94,3
118595,4.06,3
118596,0.86,1
118597,2.39,3
118598,1.19,1
118599,2.44,3
118600,3.96,3
118601,2.44,3
118602,2.59,3
118603,2.94,3
118604,2.92,3
118605,0.32,1
118606,2.75,3
118607,1.73,2
118608,,
118609,1.98,3
118610,,3
118611,5,3
118612,5,3
118613,,9
118614,2.54,3
118615,2.44,3
118616,5,3
118617,,1
118618,3.9,3
118619,1.22,1
118620,0.86,1
118621,1.39,2
118622,0.7,1
118623,1.58,2
118624,5,3
118625,4.77,3
118626,1.46,2
118627,0.62,1
118628,0.69,1
118629,,9
118630,,
118631,,1
118632,0,1
118633,2.49,3
118634,1.11,1
118635,,1
118636,2.48,3
118637,1.46,2
118638,3.8,3
118639,4.89,3
118640,3.15,3
118641,0.73,1
118642,3.23,3
118643,,3
118644,0.9,1
118645,3.38,3
118646,0.24,1
118647,,3
118648,1.11,1
118649,0.89,1
118650,1.67,2
118651,1.15,1
118652,0.4,1
118653,0.7,1
118654,,1
118655,0.78,1
118656,2.67,3
118657,2.76,3
118658,1.11,1
118659,0.81,1
118660,0.81,1
118661,1.14,1
118662,3.23,3
118663,1.47,2
118664,0.92,1
118665,3.69,3
118666,1.34,2
118667,0.98,1
118668,1.53,2
118669,4.62,3
118670,1.19,1
118671,1.71,2
118672,0.86,1
118673,,9
118674,0.71,1
118675,5,3
118676,,2
118677,1.04,1
118678,2.99,3
118679,2.64,3
118680,,
118681,2.44,3
118682,5,3
118683,5,3
118684,2.7,3
118685,1.95,3
118686,,1
